AMMO2,HEALTH,ARMOR,VELOCITY_X,VELOCITY_Y,VELOCITY_Z,KILLCOUNT,DAMAGE_TAKEN,ANGLE,height_1,width_1,lx_1,ly_1,enemie_present_1,height_2,width_2,lx_2,ly_2,enemie_present_2,MOVE_LEFT ,MOVE_RIGHT ,ATTACK ,MOVE_FORWARD,MOVE_BACKWARD,TURN_LEFT,TURN_RIGHT
52.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,30,81,93,True,66,25,212,93,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0
52.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,30,81,93,True,66,25,212,93,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0
52.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,30,81,93,True,66,25,212,93,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,30,81,93,True,66,25,212,93,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,30,81,93,True,66,25,212,93,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,30,81,93,True,66,25,212,93,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,25,212,93,True,66,23,87,92,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0
52.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,25,212,93,True,66,23,87,92,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0
52.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,25,212,93,True,66,23,87,92,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,25,212,93,True,66,23,87,92,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,88.0,0.0,-1.3927459716796875,0.555877685546875,0.0,0.0,12.0,0.0,66,25,211,93,True,66,23,87,92,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,88.0,0.0,-1.262176513671875,0.503753662109375,0.0,0.0,12.0,0.0,46,55,8,161,True,65,24,211,93,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,88.0,0.0,-1.14385986328125,0.456512451171875,0.0,0.0,12.0,0.0,50,74,0,157,True,65,24,211,93,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,88.0,0.0,-1.0366363525390625,0.4137115478515625,0.0,0.0,12.0,0.0,43,71,11,164,True,65,24,211,93,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,88.0,0.0,-0.939453125,0.3749237060546875,0.0,0.0,12.0,0.0,64,24,211,93,True,64,22,91,92,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,88.0,0.0,-0.85137939453125,0.3397674560546875,0.0,0.0,12.0,0.0,64,24,211,93,True,64,22,91,92,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0
52.0,58.0,0.0,-4.29058837890625,-0.98516845703125,0.0,0.0,42.0,1.7578125004092726,79,138,59,128,True,64,24,217,93,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0
52.0,58.0,0.0,-3.8883514404296875,-0.892822265625,0.0,0.0,42.0,3.5156250008185452,94,108,79,113,True,64,24,220,93,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0
52.0,58.0,0.0,-3.5238189697265625,-0.8091278076171875,0.0,0.0,42.0,5.273437501227818,95,90,93,112,True,63,23,225,93,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0
52.0,58.0,0.0,0.0,-0.4846649169921875,0.0,0.0,42.0,7.0312500016370905,88,85,97,119,True,64,24,230,93,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0
52.0,58.0,0.0,0.0,-0.439239501953125,0.0,0.0,42.0,8.789062502046363,59,60,106,148,True,64,25,235,93,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0
52.0,58.0,0.0,0.0,-0.3980712890625,0.0,0.0,42.0,12.304687502864908,37,53,114,170,True,66,26,247,93,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0
52.0,58.0,0.0,0.0,-0.3607635498046875,0.0,0.0,42.0,15.820312503683454,70,26,261,92,True,57,22,137,93,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0
52.0,58.0,0.0,0.0,-0.3269500732421875,0.0,0.0,42.0,19.335937504502,73,28,275,92,True,57,21,147,93,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,58.0,0.0,0.0,-0.2963104248046875,0.0,0.0,42.0,19.335937504502,73,27,275,92,True,57,21,147,93,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,58.0,0.0,0.0,-0.2685394287109375,0.0,0.0,42.0,19.335937504502,73,28,274,92,True,57,22,146,93,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,58.0,0.0,0.0,-0.243377685546875,0.0,0.0,42.0,19.335937504502,72,39,265,92,True,56,19,148,93,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0
52.0,58.0,0.0,0.0,-0.2205657958984375,0.0,0.0,42.0,19.335937504502,72,39,265,92,True,56,19,148,93,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0
52.0,58.0,0.0,0.0,-0.19989013671875,0.0,0.0,42.0,19.335937504502,72,39,265,92,True,56,19,148,93,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0
52.0,58.0,0.0,0.0,-0.18115234375,0.0,0.0,42.0,19.335937504502,72,39,264,92,True,56,20,147,93,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,58.0,0.0,0.0,-0.1641693115234375,0.0,0.0,42.0,19.335937504502,72,27,273,92,True,56,20,147,93,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.0,58.0,0.0,0.0,-0.1487884521484375,0.0,1.0,42.0,19.335937504502,72,27,273,92,True,60,27,141,89,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.0,58.0,0.0,0.0,-0.1348419189453125,0.0,1.0,42.0,19.335937504502,72,28,272,92,True,53,29,140,96,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51.0,58.0,0.0,0.0,-0.1222076416015625,0.0,1.0,42.0,17.578125004092726,71,27,265,92,True,53,29,135,96,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51.0,58.0,0.0,0.0,-0.1107635498046875,0.0,1.0,42.0,15.820312503683454,70,26,258,92,True,53,29,130,96,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51.0,58.0,0.0,0.0,-0.1003875732421875,0.0,1.0,42.0,14.062500003274181,68,25,251,92,True,53,29,125,96,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51.0,58.0,0.0,0.0,-0.0909881591796875,0.0,1.0,42.0,12.304687502864908,66,25,244,93,True,53,29,120,96,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51.0,58.0,0.0,0.0,-0.08245849609375,0.0,1.0,42.0,10.546875002455636,65,25,237,93,True,38,34,112,111,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51.0,58.0,0.0,0.0,-0.074737548828125,0.0,1.0,42.0,7.0312500016370905,63,24,225,93,True,39,35,101,111,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51.0,58.0,0.0,0.0,-0.0677337646484375,0.0,1.0,42.0,3.5156250008185452,40,36,90,111,True,62,23,214,93,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51.0,58.0,0.0,0.0,-0.0613861083984375,0.0,1.0,42.0,0.0,41,37,78,111,True,60,22,202,94,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51.0,58.0,0.0,0.0,0.0,0.0,1.0,42.0,356.4843750830005,42,37,67,111,True,59,23,191,94,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51.0,58.0,0.0,0.0,0.0,0.0,1.0,42.0,352.96875008218194,37,41,53,117,True,58,22,181,94,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51.0,58.0,0.0,0.0,0.0,0.0,1.0,42.0,349.4531250813634,38,43,39,118,True,58,22,171,94,True,0.0,0.0,1.0,0.0,0.0,0.0,1.0
51.0,58.0,0.0,0.0,0.0,0.0,1.0,42.0,345.93750008054485,40,44,24,118,True,57,22,161,94,True,0.0,0.0,1.0,0.0,0.0,0.0,1.0
51.0,58.0,0.0,0.0,0.0,0.0,1.0,42.0,342.4218750797263,42,47,7,119,True,57,22,151,94,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0
51.0,58.0,0.0,0.0,0.0,0.0,1.0,42.0,342.4218750797263,42,47,7,119,True,57,22,151,94,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0
51.0,58.0,0.0,0.0,0.0,0.0,1.0,42.0,342.4218750797263,25,54,3,130,True,57,22,151,94,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0
51.0,58.0,0.0,0.0,0.0,0.0,1.0,42.0,342.4218750797263,25,54,3,130,True,57,22,152,94,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0
51.0,58.0,0.0,0.0,0.0,0.0,1.0,42.0,342.4218750797263,24,54,3,130,True,57,22,152,94,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0
50.0,58.0,0.0,0.0,0.0,0.0,2.0,42.0,342.4218750797263,58,33,146,87,True,24,54,3,130,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0
50.0,58.0,0.0,0.0,0.0,0.0,2.0,42.0,342.4218750797263,58,33,146,87,True,24,54,3,130,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,58.0,0.0,0.0,0.0,0.0,2.0,42.0,342.4218750797263,58,33,146,87,True,24,54,3,130,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,58.0,0.0,0.0,0.0,0.0,2.0,42.0,342.4218750797263,42,32,146,102,True,24,54,3,130,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,58.0,0.0,0.0,0.0,0.0,2.0,42.0,342.4218750797263,42,32,146,102,True,24,54,3,130,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0
50.0,58.0,0.0,0.0,0.0,0.0,2.0,42.0,342.4218750797263,42,31,147,102,True,24,54,3,130,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0
50.0,58.0,0.0,0.0,0.0,0.0,2.0,42.0,342.4218750797263,42,31,147,102,True,24,54,3,130,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0
50.0,58.0,0.0,0.0,0.0,0.0,2.0,42.0,342.4218750797263,42,31,147,102,True,24,54,3,130,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,58.0,0.0,0.0,0.0,0.0,2.0,42.0,342.4218750797263,24,54,3,130,True,33,36,144,111,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,58.0,0.0,0.0,0.0,0.0,2.0,42.0,342.4218750797263,24,54,3,130,True,33,36,144,111,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,58.0,0.0,0.0,0.0,0.0,2.0,42.0,342.4218750797263,24,54,3,130,True,33,36,144,111,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50.0,58.0,0.0,0.6749267578125,-0.2133026123046875,0.0,2.0,42.0,342.4218750797263,25,55,2,130,True,33,36,144,111,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50.0,58.0,0.0,1.2865753173828125,-0.4066162109375,0.0,2.0,42.0,342.4218750797263,24,55,1,131,True,34,36,144,111,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50.0,58.0,0.0,1.84088134765625,-0.5818023681640625,0.0,2.0,42.0,342.4218750797263,26,54,0,131,True,27,40,142,118,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50.0,58.0,0.0,2.3432159423828125,-0.740570068359375,0.0,2.0,42.0,342.4218750797263,25,52,0,133,True,27,41,142,119,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50.0,58.0,0.0,2.7984619140625,-0.8844451904296875,0.0,2.0,42.0,342.4218750797263,26,50,0,134,True,28,41,142,120,True,0.0,0.0,0.0,1.0,0.0,1.0,0.0
50.0,58.0,0.0,3.21728515625,-0.9940338134765625,0.0,2.0,42.0,344.1796875801356,26,55,0,134,True,29,43,146,120,True,0.0,0.0,0.0,1.0,0.0,1.0,0.0
